user_id,show,genre,watch_time_minutes,rating,completed,device,time_of_day
U0354,Narcos,Romance,71.0,3.9,True,Tablet,Afternoon
U0596,Stranger Things,Drama,88.0,4.1,False,Laptop,Evening
U0284,Bridgerton,Documentary,23.0,3.1,False,TV,Night
U0398,Narcos,Romance,87.0,3.7,True,Mobile,Afternoon
U0654,The Witcher,Comedy,35.0,4.3,True,Laptop,Night
U0637,Money Heist,Drama,62.0,5.0,True,Mobile,Afternoon
U0494,The Crown,Documentary,22.0,3.8,True,TV,Morning
U0445,The Queen's Gambit,Horror,27.0,4.0,True,TV,Evening
U0820,Money Heist,Sci-Fi,39.0,4.3,True,Laptop,Afternoon
U0772,Money Heist,Horror,36.0,3.8,True,TV,Afternoon
U0913,Money Heist,Thriller,124.0,3.7,True,Mobile,Evening
U0142,Ozark,Sci-Fi,9.0,3.9,True,TV,Afternoon
U0555,Bridgerton,Horror,10.0,1.9,True,TV,Morning
U0233,The Queen's Gambit,Sci-Fi,10.0,3.1,True,Mobile,Night
U0397,Ozark,Comedy,51.0,3.2,True,Mobile,Night
U0109,Stranger Things,Documentary,9.0,4.4,True,Laptop,Afternoon
U0324,Stranger Things,Action,61.0,4.0,True,Tablet,Evening
U0755,The Queen's Gambit,Action,20.0,4.9,False,Mobile,Evening
U0563,Money Heist,Drama,101.0,4.1,True,Tablet,Morning
U0912,Narcos,Thriller,66.0,2.4,True,Mobile,Morning
U0213,Stranger Things,Action,24.0,4.5,False,Laptop,Evening
U0611,Black Mirror,Drama,99.0,3.6,False,Laptop,Night
U0847,The Queen's Gambit,Action,107.0,3.6,True,Mobile,Evening
U0668,The Witcher,Action,39.0,3.6,True,TV,Evening
U0988,Ozark,Comedy,72.0,4.1,True,Laptop,Evening
U0688,Bridgerton,Sci-Fi,137.0,3.4,True,TV,Evening
U0075,Bridgerton,Thriller,15.0,3.5,False,Mobile,Afternoon
U0485,Dark,Documentary,11.0,2.6,True,Tablet,Evening
U0797,Bridgerton,Drama,9.0,2.9,True,Mobile,Evening
U0854,The Witcher,Comedy,29.0,4.6,False,TV,Evening
U0383,The Witcher,Horror,47.0,4.8,True,Tablet,Afternoon
U0866,Bridgerton,Comedy,69.0,4.5,True,Laptop,Evening
U0999,The Witcher,Sci-Fi,41.0,3.3,True,Tablet,Night
U0267,Money Heist,Documentary,26.0,3.8,True,TV,Evening
U0937,Dark,Horror,19.0,3.8,True,TV,Evening
U0587,Stranger Things,Romance,25.0,4.9,True,Mobile,Night
U0974,The Crown,Horror,61.0,4.3,False,TV,Afternoon
U0116,Stranger Things,Drama,64.0,1.4,False,TV,Evening
U0349,Money Heist,Comedy,44.0,4.7,True,Laptop,Evening
U0547,Narcos,Romance,27.0,4.5,False,Laptop,Night
U0549,Narcos,Sci-Fi,68.0,4.7,False,Mobile,Morning
U0265,The Crown,Romance,81.0,2.9,True,Mobile,Evening
U0973,The Crown,Documentary,43.0,4.3,True,Mobile,Night
U0656,Money Heist,Horror,58.0,3.2,True,Laptop,Evening
U0215,Narcos,Romance,91.0,4.0,True,TV,Afternoon
U0787,The Queen's Gambit,Drama,48.0,4.0,True,Laptop,Night
U0408,Money Heist,Romance,28.0,4.1,True,Mobile,Afternoon
U0850,Narcos,Thriller,27.0,3.3,True,TV,Night
U0786,Money Heist,Romance,9.0,3.0,True,Tablet,Morning
U0668,The Queen's Gambit,Drama,180.0,4.7,True,Tablet,Night
U0083,Stranger Things,Romance,48.0,3.7,True,Mobile,Night
U0906,Black Mirror,Documentary,144.0,4.0,False,Tablet,Night
U0606,The Queen's Gambit,Documentary,44.0,3.8,True,Laptop,Evening
U0496,The Crown,Sci-Fi,18.0,3.4,False,Mobile,Night
U0031,The Crown,Sci-Fi,37.0,4.1,True,Laptop,Night
U0749,The Crown,Drama,65.0,4.8,True,Mobile,Evening
U0488,Money Heist,Romance,74.0,4.6,False,Mobile,Morning
U0586,The Witcher,Romance,61.0,3.6,True,Mobile,Evening
U0536,The Queen's Gambit,Horror,1.0,4.9,True,TV,Afternoon
U0604,Dark,Horror,26.0,3.6,True,TV,Afternoon
U0033,Black Mirror,Thriller,48.0,4.6,True,Laptop,Evening
U0228,Ozark,Drama,139.0,4.1,True,TV,Afternoon
U0616,Ozark,Documentary,91.0,3.7,False,Mobile,Morning
U0602,Narcos,Drama,8.0,5.0,True,Mobile,Night
U0529,Dark,Horror,57.0,2.9,False,Mobile,Night
U0863,Stranger Things,Drama,18.0,4.8,True,TV,Evening
U0794,Stranger Things,Thriller,19.0,3.1,True,Tablet,Evening
U0015,Dark,Documentary,67.0,3.9,True,TV,Evening
U0003,Money Heist,Documentary,81.0,3.8,True,Tablet,Evening
U0863,Money Heist,Drama,43.0,4.1,True,Mobile,Morning
U0886,The Crown,Thriller,20.0,4.9,True,Tablet,Night
U0520,Dark,Sci-Fi,22.0,4.6,True,Laptop,Night
U0754,Money Heist,Documentary,32.0,3.8,True,Tablet,Afternoon
U0171,The Witcher,Sci-Fi,28.0,4.2,False,TV,Afternoon
U0349,Ozark,Horror,21.0,4.1,True,Tablet,Night
U0672,The Queen's Gambit,Documentary,165.0,3.6,True,TV,Evening
U0858,Stranger Things,Thriller,6.0,5.0,False,Laptop,Night
U0855,Dark,Comedy,30.0,4.3,True,Mobile,Evening
U0099,Dark,Comedy,19.0,2.7,False,Laptop,Evening
U0132,Black Mirror,Thriller,45.0,4.6,True,TV,Evening
U0558,The Queen's Gambit,Comedy,48.0,4.8,False,Laptop,Afternoon
U0953,Stranger Things,Action,16.0,4.1,True,Mobile,Evening
U0509,The Queen's Gambit,Horror,36.0,3.2,True,TV,Morning
U0815,Bridgerton,Horror,17.0,4.4,True,Laptop,Evening
U0542,The Witcher,Drama,101.0,3.3,True,Tablet,Evening
U0528,Narcos,Romance,31.0,5.0,True,Mobile,Night
U0443,The Crown,Action,82.0,4.4,True,TV,Night
U0111,The Queen's Gambit,Comedy,11.0,3.8,True,TV,Night
U0088,The Crown,Sci-Fi,18.0,3.5,True,TV,Afternoon
U0582,Money Heist,Horror,80.0,4.2,False,Mobile,Night
U0065,Stranger Things,Comedy,72.0,1.9,False,TV,Night
U0419,Narcos,Romance,46.0,3.8,True,Laptop,Night
U0889,Stranger Things,Drama,58.0,2.4,True,TV,Night
U0958,Ozark,Comedy,24.0,3.4,True,Laptop,Evening
U0997,Narcos,Action,20.0,3.8,True,TV,Afternoon
U0012,The Witcher,Comedy,45.0,4.3,True,Laptop,Evening
U0888,Stranger Things,Romance,37.0,4.8,True,TV,Evening
U0289,Bridgerton,Romance,14.0,4.0,False,Mobile,Night
U0792,The Crown,Action,31.0,2.7,False,TV,Evening
U0965,The Crown,Thriller,44.0,3.9,True,Mobile,Evening
U0803,The Crown,Horror,10.0,3.1,True,TV,Night
U0020,The Queen's Gambit,Romance,57.0,3.1,True,Mobile,Night
U0134,Dark,Drama,39.0,2.5,True,Mobile,Night
U0065,Ozark,Thriller,79.0,2.8,False,TV,Night
U0868,The Crown,Romance,60.0,3.6,True,TV,Evening
U0897,Dark,Horror,40.0,4.9,True,Laptop,Evening
U0795,Money Heist,Thriller,68.0,4.1,True,TV,Evening
U0073,Dark,Comedy,48.0,5.0,True,Laptop,Morning
U0369,The Witcher,Action,99.0,3.0,True,Mobile,Evening
U0606,Black Mirror,Thriller,6.0,3.7,True,Laptop,Evening
U0870,Stranger Things,Action,22.0,3.8,False,Mobile,Evening
U0369,Stranger Things,Romance,30.0,4.9,True,Laptop,Evening
U0626,The Witcher,Action,28.0,2.4,True,Mobile,Morning
U0822,Narcos,Horror,23.0,3.1,True,Mobile,Night
U0341,The Witcher,Drama,62.0,3.0,False,Laptop,Afternoon
U0069,Stranger Things,Horror,38.0,4.4,True,Laptop,Morning
U0856,The Queen's Gambit,Documentary,62.0,3.6,True,TV,Evening
U0807,Stranger Things,Drama,35.0,3.1,True,TV,Night
U0426,Black Mirror,Drama,27.0,2.1,True,TV,Evening
U0599,Bridgerton,Action,30.0,5.0,True,Mobile,Evening
U0638,Dark,Comedy,47.0,3.2,True,Mobile,Evening
U0206,Black Mirror,Action,33.0,3.1,False,Mobile,Night
U0137,Stranger Things,Romance,13.0,3.1,False,TV,Evening
U0141,Money Heist,Drama,125.0,3.0,True,TV,Evening
U0640,Narcos,Thriller,44.0,4.0,True,Laptop,Night
U0193,Stranger Things,Romance,29.0,3.8,True,Mobile,Evening
U0380,The Queen's Gambit,Romance,22.0,4.8,False,Laptop,Evening
U0947,Money Heist,Drama,46.0,4.9,True,Mobile,Morning
U0942,The Queen's Gambit,Sci-Fi,43.0,3.1,True,Mobile,Afternoon
U0872,Bridgerton,Action,24.0,3.3,True,Laptop,Evening
U0960,Dark,Documentary,49.0,3.9,True,Laptop,Evening
U0572,Bridgerton,Comedy,33.0,4.3,True,TV,Night
U0317,Narcos,Action,15.0,2.5,True,Mobile,Evening
U0480,Dark,Horror,132.0,4.7,False,TV,Afternoon
U0220,Money Heist,Documentary,113.0,4.3,True,Laptop,Night
U0757,Money Heist,Romance,10.0,5.0,True,TV,Evening
U0040,The Crown,Romance,35.0,4.6,True,Mobile,Afternoon
U0371,Dark,Action,76.0,3.3,True,TV,Night
U0222,Stranger Things,Romance,76.0,4.3,True,Mobile,Afternoon
U0999,The Witcher,Action,18.0,4.1,False,Laptop,Night
U0161,Narcos,Drama,41.0,3.4,False,Laptop,Evening
U0814,The Crown,Sci-Fi,9.0,4.3,False,Laptop,Night
U0331,Stranger Things,Romance,33.0,4.3,True,Mobile,Evening
U0400,Stranger Things,Comedy,85.0,4.8,True,TV,Evening
U0803,Money Heist,Romance,25.0,4.0,True,TV,Evening
U0442,Ozark,Comedy,59.0,4.0,True,Tablet,Night
U0683,The Crown,Thriller,85.0,5.0,False,TV,Evening
U0540,The Witcher,Action,136.0,4.7,False,Mobile,Morning
U0907,The Crown,Comedy,62.0,4.2,True,Mobile,Evening
U0511,The Queen's Gambit,Drama,37.0,5.0,False,Mobile,Afternoon
U0406,Money Heist,Thriller,54.0,3.5,True,Laptop,Evening
U0043,Narcos,Romance,54.0,4.0,False,Laptop,Evening
U0945,Money Heist,Thriller,69.0,5.0,True,TV,Morning
U0296,Dark,Romance,116.0,2.7,True,Mobile,Evening
U0955,Narcos,Sci-Fi,66.0,4.0,True,TV,Afternoon
U0465,Black Mirror,Drama,48.0,3.4,False,Laptop,Night
U0350,Ozark,Romance,36.0,3.7,True,TV,Afternoon
U0485,Bridgerton,Comedy,62.0,2.8,True,Laptop,Evening
U0420,Bridgerton,Documentary,76.0,5.0,True,Laptop,Evening
U0920,Ozark,Horror,39.0,2.4,True,TV,Night
U0106,The Witcher,Sci-Fi,15.0,3.4,True,Tablet,Evening
U0106,Black Mirror,Action,112.0,4.1,True,Mobile,Evening
U0201,Money Heist,Comedy,21.0,4.1,True,Laptop,Evening
U0224,Narcos,Documentary,126.0,3.9,False,Mobile,Night
U0072,The Queen's Gambit,Documentary,19.0,4.1,True,TV,Afternoon
U0237,Money Heist,Thriller,49.0,4.5,True,TV,Night
U0544,Ozark,Thriller,23.0,3.6,False,Laptop,Afternoon
U0345,The Queen's Gambit,Action,56.0,3.6,True,TV,Night
U0626,Stranger Things,Horror,12.0,3.3,True,TV,Afternoon
U0328,The Crown,Comedy,24.0,3.2,True,Mobile,Night
U0272,Black Mirror,Thriller,44.0,5.0,False,TV,Night
U0338,The Witcher,Romance,25.0,2.9,True,Tablet,Evening
U0479,The Witcher,Action,11.0,4.5,False,Tablet,Night
U0843,The Crown,Sci-Fi,26.0,4.1,True,TV,Evening
U0232,Dark,Romance,45.0,3.3,True,Mobile,Night
U0424,Black Mirror,Sci-Fi,24.0,3.7,False,Mobile,Night
U0227,Ozark,Comedy,17.0,2.8,True,Mobile,Evening
U0006,Ozark,Sci-Fi,76.0,3.4,False,Laptop,Afternoon
U0299,Bridgerton,Thriller,141.0,3.4,True,Mobile,Night
U0252,Ozark,Romance,38.0,3.2,True,Laptop,Night
U0968,Narcos,Sci-Fi,11.0,3.6,True,Laptop,Afternoon
U0375,The Queen's Gambit,Action,8.0,3.8,True,Laptop,Night
U0010,Ozark,Comedy,24.0,3.5,False,Mobile,Night
U0556,Dark,Action,80.0,3.6,False,TV,Evening
U0129,Money Heist,Drama,47.0,3.9,False,Laptop,Afternoon
U0481,Bridgerton,Romance,53.0,3.9,False,Mobile,Evening
U0890,The Witcher,Romance,33.0,4.4,True,Tablet,Night
U0726,Narcos,Action,22.0,5.0,False,TV,Afternoon
U0192,The Witcher,Thriller,15.0,5.0,False,TV,Morning
U0752,The Crown,Drama,77.0,5.0,True,Laptop,Night
U0968,Money Heist,Horror,40.0,4.2,True,TV,Evening
U0439,Money Heist,Sci-Fi,43.0,4.0,True,Laptop,Night
U0022,Money Heist,Comedy,12.0,2.7,True,TV,Morning
U0849,Money Heist,Comedy,26.0,2.8,False,TV,Evening
U0245,Narcos,Comedy,37.0,3.2,False,TV,Afternoon
U0571,The Crown,Thriller,62.0,3.6,True,TV,Evening
U0575,Ozark,Drama,13.0,4.3,False,TV,Evening
U0381,Stranger Things,Action,28.0,3.6,True,Laptop,Evening
U0880,Bridgerton,Sci-Fi,53.0,3.5,True,TV,Night
U0287,Ozark,Romance,19.0,2.9,True,Mobile,Evening
U0125,The Queen's Gambit,Sci-Fi,109.0,3.4,True,Mobile,Night
U0171,Black Mirror,Documentary,30.0,3.6,True,Mobile,Afternoon
U0890,The Queen's Gambit,Documentary,37.0,4.0,True,Laptop,Night
U0096,Bridgerton,Action,112.0,3.2,True,Laptop,Night
U0980,Money Heist,Sci-Fi,20.0,5.0,False,TV,Evening
U0530,Stranger Things,Comedy,12.0,4.3,True,Mobile,Afternoon
U0237,Narcos,Sci-Fi,105.0,3.6,True,TV,Night
U0025,Ozark,Horror,26.0,3.6,False,Tablet,Evening
U0721,The Crown,Horror,30.0,2.7,False,Laptop,Night
U0953,Dark,Horror,81.0,2.2,True,Mobile,Evening
U0072,Black Mirror,Action,75.0,2.1,True,Laptop,Night
U0253,Stranger Things,Sci-Fi,31.0,3.6,True,TV,Evening
U0613,Black Mirror,Sci-Fi,94.0,2.8,False,Laptop,Evening
U0431,Bridgerton,Comedy,24.0,3.3,False,Mobile,Night
U0831,Bridgerton,Thriller,124.0,3.1,True,TV,Evening
U0653,Money Heist,Documentary,12.0,2.8,True,TV,Evening
U0116,The Queen's Gambit,Horror,82.0,4.2,True,Laptop,Evening
U0954,Bridgerton,Documentary,50.0,1.4,True,TV,Night
U0853,Ozark,Action,167.0,3.3,True,TV,Evening
U0144,Black Mirror,Documentary,8.0,3.4,True,Mobile,Evening
U0908,Stranger Things,Drama,11.0,3.8,False,Laptop,Evening
U0772,Ozark,Thriller,27.0,3.6,True,TV,Night
U0182,The Crown,Drama,70.0,5.0,True,Laptop,Afternoon
U0444,Dark,Sci-Fi,91.0,2.8,True,Laptop,Afternoon
U0185,Bridgerton,Thriller,33.0,2.1,True,Mobile,Morning
U0864,The Queen's Gambit,Thriller,40.0,4.8,True,Laptop,Evening
U0386,The Queen's Gambit,Romance,97.0,3.5,True,TV,Evening
U0622,The Witcher,Thriller,51.0,3.5,True,Laptop,Night
U0022,Bridgerton,Sci-Fi,66.0,4.6,False,TV,Morning
U0123,The Witcher,Horror,21.0,3.5,True,Laptop,Night
U0599,Black Mirror,Romance,22.0,4.0,False,Laptop,Afternoon
U0865,The Witcher,Action,63.0,2.3,True,Laptop,Night
U0724,Ozark,Documentary,20.0,3.8,True,Mobile,Evening
U0601,Narcos,Action,15.0,3.8,False,Tablet,Evening
U0054,Dark,Sci-Fi,26.0,4.6,True,Laptop,Evening
U0029,Ozark,Drama,19.0,4.1,True,Laptop,Night
U0772,Ozark,Romance,68.0,4.7,True,Mobile,Night
U0043,Ozark,Sci-Fi,40.0,3.0,True,TV,Morning
U0551,Ozark,Horror,22.0,3.8,True,Tablet,Evening
U0275,Money Heist,Romance,123.0,4.7,False,Mobile,Afternoon
U0943,Narcos,Action,27.0,5.0,False,Mobile,Evening
U0629,The Witcher,Romance,53.0,3.9,False,TV,Night
U0260,Stranger Things,Action,14.0,4.0,False,TV,Morning
U0467,Stranger Things,Horror,17.0,3.8,True,TV,Night
U0685,Narcos,Drama,22.0,5.0,True,Mobile,Morning
U0087,The Queen's Gambit,Thriller,15.0,3.6,True,TV,Evening
U0306,Money Heist,Comedy,31.0,3.6,True,Laptop,Afternoon
U0730,Bridgerton,Drama,18.0,3.2,True,TV,Afternoon
U0756,The Queen's Gambit,Thriller,34.0,3.9,False,TV,Evening
U0551,Dark,Sci-Fi,84.0,5.0,False,Laptop,Afternoon
U0455,Stranger Things,Action,30.0,4.1,True,Tablet,Evening
U0033,Dark,Documentary,9.0,4.7,True,TV,Evening
U0117,The Crown,Horror,35.0,3.6,False,Tablet,Night
U0607,Dark,Comedy,53.0,4.8,False,Mobile,Night
U0134,Dark,Drama,33.0,3.8,False,TV,Evening
U0179,Black Mirror,Drama,12.0,4.0,True,Laptop,Evening
U0330,Black Mirror,Thriller,38.0,3.2,True,TV,Evening
U0518,Money Heist,Documentary,20.0,3.3,True,TV,Evening
U0016,Ozark,Sci-Fi,24.0,3.2,False,Laptop,Night
U0790,Narcos,Drama,30.0,3.9,False,TV,Morning
U0012,The Queen's Gambit,Drama,66.0,4.4,True,TV,Evening
U0965,The Queen's Gambit,Thriller,81.0,2.8,True,TV,Night
U0137,Narcos,Sci-Fi,45.0,4.2,True,TV,Afternoon
U0537,Bridgerton,Romance,13.0,4.2,True,TV,Night
U0973,The Crown,Action,25.0,3.8,True,TV,Evening
U0887,Money Heist,Action,43.0,4.2,True,Laptop,Evening
U0540,Bridgerton,Documentary,27.0,3.4,True,Mobile,Evening
U0662,Ozark,Horror,7.0,5.0,True,TV,Evening
U0343,Black Mirror,Sci-Fi,90.0,2.4,True,Mobile,Evening
U0813,The Crown,Sci-Fi,94.0,3.3,True,Laptop,Evening
U0799,The Witcher,Thriller,15.0,3.8,True,Tablet,Morning
U0028,The Queen's Gambit,Thriller,6.0,3.8,True,Mobile,Night
U0503,The Witcher,Comedy,19.0,4.9,True,Mobile,Afternoon
U0945,The Crown,Drama,84.0,2.6,True,TV,Afternoon
U0042,Ozark,Drama,20.0,3.3,True,Mobile,Evening
U0634,Money Heist,Sci-Fi,30.0,4.1,False,Laptop,Evening
U0600,Bridgerton,Documentary,101.0,4.7,False,TV,Afternoon
U0820,The Witcher,Action,86.0,4.2,False,TV,Night
U0189,The Queen's Gambit,Sci-Fi,11.0,4.7,True,TV,Night
U0298,Bridgerton,Sci-Fi,16.0,5.0,False,Mobile,Night
U0853,Black Mirror,Documentary,46.0,4.4,True,Tablet,Evening
U0209,The Crown,Drama,70.0,2.7,True,TV,Evening
U0886,Bridgerton,Sci-Fi,54.0,4.5,False,Laptop,Night
U0492,Black Mirror,Comedy,43.0,2.6,True,Mobile,Afternoon
U0584,The Crown,Horror,14.0,5.0,False,Laptop,Night
U0548,The Queen's Gambit,Romance,19.0,3.9,True,Mobile,Evening
U0538,Ozark,Romance,55.0,4.1,True,Tablet,Evening
U0184,Black Mirror,Romance,53.0,3.5,False,Laptop,Night
U0669,Narcos,Sci-Fi,68.0,5.0,True,Laptop,Night
U0464,Money Heist,Action,101.0,4.1,True,TV,Night
U0699,Stranger Things,Comedy,32.0,3.7,True,Laptop,Night
U0095,Stranger Things,Horror,67.0,3.6,False,TV,Night
U0271,The Crown,Horror,18.0,4.6,False,TV,Night
U0701,Bridgerton,Drama,108.0,2.8,True,Mobile,Morning
U0704,The Queen's Gambit,Romance,45.0,3.3,True,Laptop,Evening
U0340,The Witcher,Documentary,60.0,3.4,True,Mobile,Afternoon
U0130,Bridgerton,Documentary,95.0,4.4,False,TV,Morning
U0819,The Queen's Gambit,Documentary,31.0,2.7,True,Tablet,Night
U0278,The Crown,Action,75.0,4.5,False,TV,Night
U0132,Bridgerton,Documentary,13.0,2.6,False,TV,Morning
U0582,The Crown,Action,20.0,4.5,True,Mobile,Night
U0171,Black Mirror,Documentary,90.0,3.8,True,Laptop,Evening
U0835,Black Mirror,Sci-Fi,66.0,2.3,False,Laptop,Evening
U0882,The Witcher,Thriller,11.0,3.4,True,Laptop,Morning
