transaction_id,card_id,amount,hour,location_risk,merchant_risk,transactions_today,international,online,is_fraud
TXN000274,CARD1411,22.98,8,Medium,New,1,False,False,0
TXN000275,CARD0173,104.45,8,Medium,Known,1,False,True,0
TXN000276,CARD1787,31.51,20,Low,Known,4,False,False,0
TXN000277,CARD0471,127.12,12,Medium,New,2,False,False,0
TXN000278,CARD0722,90.75,6,Low,Known,4,False,False,0
TXN000279,CARD1164,11.99,10,Low,Known,2,False,True,0
TXN000280,CARD0993,60.67,15,Low,Known,1,True,True,0
TXN000281,CARD1229,41.1,19,Low,New,4,False,False,0
TXN000282,CARD0853,23.78,10,Low,Known,3,False,True,0
TXN000283,CARD1912,142.54,3,High,New,18,False,True,1
TXN000284,CARD1017,171.56,13,Medium,Known,2,False,False,0
TXN000285,CARD1601,132.95,20,Medium,Known,3,False,True,0
TXN000286,CARD1407,140.98,16,Low,Known,1,False,True,0
TXN000287,CARD0547,22.52,6,Low,Known,4,False,False,0
TXN000288,CARD0490,76.4,6,Low,Known,4,False,True,0
TXN000289,CARD1534,38.38,16,Low,Known,3,False,True,0
TXN000290,CARD0835,5.87,11,Low,New,3,False,False,0
TXN000291,CARD1092,130.6,21,Low,Known,1,False,False,0
TXN000292,CARD1801,118.54,12,Medium,Known,1,True,False,0
TXN000293,CARD0795,141.28,13,Medium,Known,3,False,True,0
TXN000294,CARD1064,43.92,15,Low,New,1,False,False,0
TXN000295,CARD1971,43.11,16,Low,Known,2,False,False,0
TXN000296,CARD0560,38.03,11,Low,Known,1,False,False,0
TXN000297,CARD1005,21.63,19,Low,Known,2,False,False,0
TXN000298,CARD0608,73.36,11,Low,Known,2,False,True,0
TXN000299,CARD0017,31.76,19,Low,Known,3,False,False,0
TXN000300,CARD0949,68.9,10,Medium,Known,2,False,True,0
TXN000301,CARD1711,216.53,13,Medium,New,2,False,False,0
TXN000302,CARD0263,18.12,13,Low,Known,3,False,False,0
TXN000303,CARD1672,144.41,17,Low,Known,1,False,False,0
TXN000304,CARD0396,213.18,15,Low,Known,4,False,False,0
TXN000305,CARD1135,94.59,21,Low,Known,4,False,False,0
TXN000306,CARD0778,67.2,10,Medium,New,2,False,True,0
TXN000307,CARD0517,81.3,13,Low,Known,3,False,True,0
TXN000308,CARD1608,194.85,16,Low,New,1,False,False,0
TXN000309,CARD1357,65.71,10,Medium,Known,2,False,False,0
TXN000310,CARD1636,83.04,6,Low,Known,1,False,False,0
TXN000311,CARD1787,169.91,9,Low,Known,3,False,False,0
TXN000312,CARD1535,280.24,18,Low,Known,3,False,False,0
TXN000313,CARD1415,33.22,11,High,Known,2,False,False,0
TXN000314,CARD1830,240.17,19,Low,Known,1,False,False,0
TXN000315,CARD1990,42.99,19,Medium,Known,2,False,False,0
TXN000316,CARD0633,68.07,6,Low,Known,3,False,False,0
TXN000317,CARD0303,143.42,8,Low,Known,1,False,True,0
TXN000318,CARD1737,38.05,18,Low,Known,2,False,True,0
TXN000319,CARD1223,95.16,21,Low,Known,1,True,False,0
TXN000320,CARD1264,41.56,10,Medium,Known,1,False,False,0
TXN000321,CARD1756,111.04,9,Low,Known,3,False,False,0
TXN000322,CARD0167,79.63,7,Low,Known,4,False,False,0
TXN000323,CARD1322,80.83,13,Low,New,2,False,False,0
TXN000324,CARD1441,126.85,20,Low,Known,1,False,False,0
TXN000325,CARD0458,53.44,19,Medium,Known,1,False,True,0
TXN000326,CARD0045,12.31,13,Low,Known,2,False,False,0
TXN000327,CARD0225,148.93,20,Low,Known,1,False,False,0
TXN000328,CARD0424,35.29,20,Medium,New,4,False,False,0
TXN000329,CARD0708,35.47,20,Low,Known,1,False,True,0
TXN000330,CARD0134,119.81,10,Low,New,1,False,False,0
TXN000331,CARD1040,19.86,21,Low,Known,2,False,False,0
TXN000332,CARD1770,66.03,8,Low,New,1,False,False,0
TXN000333,CARD1632,32.92,16,Low,Known,3,False,False,0
TXN000334,CARD1854,73.8,10,High,Known,1,False,True,0
TXN000335,CARD0488,137.35,15,Low,Known,2,False,False,0
TXN000336,CARD1520,71.35,10,Medium,Known,3,False,True,0
TXN000337,CARD0268,92.16,17,Low,Known,2,False,True,0
TXN000338,CARD1991,265.95,16,Low,Known,3,False,False,0
TXN000339,CARD0768,260.1,16,Low,Known,2,False,True,0
TXN000340,CARD0155,102.81,11,Low,Known,4,False,False,0
TXN000341,CARD1923,75.6,18,Low,New,3,False,False,0
TXN000342,CARD0344,84.95,15,Low,Known,2,False,False,0
TXN000343,CARD1015,99.0,12,Low,Known,1,False,True,0
TXN000344,CARD0360,118.31,18,Medium,New,3,False,False,0
TXN000345,CARD1678,21.73,12,Low,New,4,True,True,0
TXN000346,CARD1072,86.7,6,Low,Known,1,False,True,0
TXN000347,CARD0015,117.0,18,Low,Known,2,False,False,0
TXN000348,CARD1371,270.8,20,Low,New,4,False,False,0
TXN000349,CARD0316,146.17,17,Medium,Known,3,False,False,0
TXN000350,CARD0907,144.96,21,High,Known,4,False,False,0
TXN000351,CARD1453,105.18,8,Low,Known,3,False,False,0
TXN000352,CARD1049,49.32,10,Low,Known,2,False,False,0
TXN000353,CARD0117,88.33,17,Medium,Known,2,False,False,0
TXN000354,CARD1476,112.19,20,Low,Known,1,True,True,0
TXN000355,CARD0918,7.54,8,Low,New,4,False,False,0
TXN000356,CARD1072,139.8,8,Low,New,4,False,False,0
TXN000357,CARD1448,239.25,14,Medium,Known,1,False,True,0
TXN000358,CARD1818,45.48,13,Low,Known,1,False,True,0
TXN000359,CARD1624,106.7,16,Low,Known,3,False,False,0
TXN000360,CARD1940,22.66,19,Medium,Known,4,False,False,0
TXN000361,CARD1777,90.14,21,Low,New,3,False,True,0
TXN000362,CARD1156,43.68,6,Low,Known,3,False,False,0
TXN000363,CARD0521,60.61,6,Low,New,1,False,True,0
TXN000364,CARD1012,64.2,15,Low,Known,2,False,True,0
TXN000365,CARD1710,45.21,13,Low,Known,4,False,False,0
TXN000366,CARD1902,158.26,14,Medium,Known,3,False,True,0
TXN000367,CARD0461,167.62,19,Low,Known,4,False,False,0
TXN000368,CARD0376,212.8,20,Low,Known,2,False,True,0
TXN000369,CARD1168,123.12,15,Medium,Known,1,True,False,0
TXN000370,CARD1854,92.07,7,Medium,Known,3,False,False,0
TXN000371,CARD0985,106.67,20,Low,Known,1,False,True,0
TXN000372,CARD1952,108.26,15,Low,Known,1,False,True,0
TXN000373,CARD1854,33.9,17,Low,Known,2,False,True,0
TXN000374,CARD0118,95.43,8,Low,Known,3,False,False,0
TXN000375,CARD1248,190.08,16,Low,New,3,False,False,0
TXN000376,CARD1987,8.58,14,Low,Known,4,False,True,0
TXN000377,CARD0394,43.97,12,Low,Known,4,False,True,0
TXN000378,CARD0397,127.62,10,Low,Known,2,False,False,0
TXN000379,CARD0080,38.28,15,Medium,Known,4,True,False,0
TXN000380,CARD0162,40.25,18,Low,Known,1,False,False,0
TXN000381,CARD1333,44.98,19,Low,Known,1,False,False,0
TXN000382,CARD0327,43.07,14,Medium,New,1,True,False,0
TXN000383,CARD1312,15.09,20,Low,Known,2,True,True,0
TXN000384,CARD1504,16.61,21,Low,New,3,False,False,0
TXN000385,CARD1409,117.93,17,Medium,Known,2,False,False,0
TXN000386,CARD1498,27.75,11,Low,Known,1,False,True,0
TXN000387,CARD1282,33.2,8,High,New,3,False,False,0
TXN000388,CARD1510,195.69,13,Low,New,2,False,True,0
TXN000389,CARD0385,35.71,7,Low,Known,2,False,True,0
TXN000390,CARD1210,148.85,11,Medium,Known,3,False,True,0
TXN000391,CARD0888,36.12,19,Low,Known,2,False,False,0
TXN000392,CARD1786,2.17,19,Low,Known,1,False,True,0
TXN000393,CARD1646,19.24,18,Low,Known,1,False,False,0
TXN000394,CARD0328,18.48,17,Low,Known,3,False,False,0
TXN000395,CARD1532,126.36,19,Medium,Known,4,False,False,0
TXN000396,CARD0394,57.37,14,Medium,New,2,False,False,0
TXN000397,CARD1699,122.63,7,Medium,Known,3,False,False,0
TXN000398,CARD1291,80.31,6,Medium,New,1,False,False,0
TXN000399,CARD1276,42.95,12,Low,Known,2,False,False,0
TXN000400,CARD1614,204.53,18,Medium,Known,3,False,False,0
TXN000401,CARD1458,152.9,15,Medium,New,1,False,False,0
TXN000402,CARD0131,196.81,9,Low,Known,3,False,False,0
TXN000403,CARD0915,51.47,11,Low,Known,2,False,False,0
TXN000404,CARD1820,86.07,23,Medium,Suspicious,17,True,True,1
TXN000405,CARD1310,143.91,6,Low,Known,2,False,False,0
TXN000406,CARD0563,118.97,2,High,New,7,True,True,1
TXN000407,CARD1027,92.13,21,Medium,New,2,False,False,0
TXN000408,CARD1481,24.21,14,Low,Known,2,False,False,0
TXN000409,CARD0864,53.13,6,Low,Known,2,False,True,0
TXN000410,CARD1579,92.72,15,Low,New,1,False,False,0
TXN000411,CARD0614,157.74,12,High,Known,2,False,False,0
TXN000412,CARD1389,217.28,16,Low,Known,2,False,True,0
TXN000413,CARD1813,33.87,12,Low,Known,4,False,False,0
TXN000414,CARD1737,50.25,6,Low,Known,1,False,True,0
TXN000415,CARD0719,235.06,11,Low,Known,2,False,False,0
TXN000416,CARD1138,105.6,15,High,Known,2,False,False,0
TXN000417,CARD1920,187.61,21,Low,Known,3,False,True,0
TXN000418,CARD1438,51.83,7,Low,Known,4,False,False,0
TXN000419,CARD0443,68.96,13,Low,Known,4,False,True,0
TXN000420,CARD1980,17.55,15,Low,Known,1,False,False,0
TXN000421,CARD0499,60.46,7,Low,New,4,False,False,0
TXN000422,CARD1210,356.5,18,Low,Known,3,False,False,0
TXN000423,CARD0765,109.24,12,Low,Known,4,False,False,0
TXN000424,CARD1767,89.59,16,Medium,Known,3,False,False,0
TXN000425,CARD0772,133.75,12,Low,Known,4,False,False,0
TXN000426,CARD0856,115.15,6,Medium,Known,4,False,False,0
TXN000427,CARD1085,36.58,17,Low,Known,4,False,True,0
TXN000428,CARD0612,105.22,15,Medium,Known,4,False,False,0
TXN000429,CARD1643,87.66,7,Low,Known,4,False,False,0
TXN000430,CARD0127,33.07,8,Medium,New,4,False,False,0
TXN000431,CARD0950,75.14,17,Low,Known,4,False,True,0
TXN000432,CARD1838,154.96,20,Low,New,3,True,True,0
