user_id,movie,genres,rating,timestamp,watch_time_percent
U0483,Pulp Fiction,"Crime, Drama",3.7,2024-01-09 10:45:49.544274,97.0
U0128,The Lion King,"Animation, Family",4.0,2024-12-23 10:45:49.544287,24.0
U0464,Pulp Fiction,"Crime, Drama",4.3,2024-04-26 10:45:49.544300,97.0
U0291,Forrest Gump,"Drama, Romance",3.2,2025-03-30 10:45:49.544312,47.0
U0020,The Shawshank Redemption,Drama,2.5,2024-11-22 10:45:49.544325,85.0
U0112,The Avengers,"Action, Adventure",3.8,2024-11-16 10:45:49.544337,59.0
U0379,Interstellar,"Sci-Fi, Drama",3.6,2024-06-29 10:45:49.544350,87.0
U0133,Jurassic Park,"Adventure, Sci-Fi",1.3,2025-03-14 10:45:49.544363,82.0
U0453,The Dark Knight,"Action, Thriller",3.6,2023-10-17 10:45:49.544375,100.0
U0416,The Matrix,"Sci-Fi, Action",4.8,2023-08-21 10:45:49.544388,100.0
U0250,Star Wars,"Sci-Fi, Adventure",5.0,2025-01-17 10:45:49.544400,58.0
U0226,Interstellar,"Sci-Fi, Drama",3.3,2023-08-19 10:45:49.544413,72.0
U0337,The Matrix,"Sci-Fi, Action",3.3,2024-06-06 10:45:49.544426,91.0
U0074,Jurassic Park,"Adventure, Sci-Fi",2.6,2025-03-05 10:45:49.544440,67.0
U0335,The Dark Knight,"Action, Thriller",4.2,2024-02-10 10:45:49.544453,44.0
U0404,The Lion King,"Animation, Family",3.7,2024-09-28 10:45:49.544466,63.0
U0352,The Godfather,"Crime, Drama",4.2,2024-11-21 10:45:49.544478,100.0
U0165,The Avengers,"Action, Adventure",5.0,2025-06-24 10:45:49.544491,83.0
U0257,Star Wars,"Sci-Fi, Adventure",4.1,2025-07-12 10:45:49.544504,96.0
U0429,The Lion King,"Animation, Family",5.0,2024-04-28 10:45:49.544517,59.0
U0492,The Matrix,"Sci-Fi, Action",4.1,2024-10-27 10:45:49.544529,63.0
U0094,Pulp Fiction,"Crime, Drama",5.0,2024-10-04 10:45:49.544541,67.0
U0353,The Dark Knight,"Action, Thriller",3.4,2024-12-23 10:45:49.544554,100.0
U0124,Pulp Fiction,"Crime, Drama",3.6,2023-10-05 10:45:49.544566,70.0
U0085,The Shawshank Redemption,Drama,2.4,2024-08-29 10:45:49.544579,49.0
U0265,Forrest Gump,"Drama, Romance",2.4,2025-06-08 10:45:49.544592,76.0
U0094,The Matrix,"Sci-Fi, Action",2.0,2024-12-04 10:45:49.544604,100.0
U0400,Interstellar,"Sci-Fi, Drama",5.0,2024-08-20 10:45:49.544616,79.0
U0080,The Dark Knight,"Action, Thriller",4.3,2024-04-05 10:45:49.544629,48.0
U0470,The Lion King,"Animation, Family",4.3,2023-11-02 10:45:49.544644,99.0
U0299,Jurassic Park,"Adventure, Sci-Fi",3.4,2024-07-03 10:45:49.544657,92.0
U0062,The Matrix,"Sci-Fi, Action",4.8,2024-02-26 10:45:49.544670,69.0
U0245,Toy Story,"Animation, Comedy",4.2,2024-10-25 10:45:49.544682,16.0
U0186,The Dark Knight,"Action, Thriller",3.8,2023-09-09 10:45:49.544695,65.0
U0174,Jurassic Park,"Adventure, Sci-Fi",3.4,2024-09-09 10:45:49.544708,85.0
U0168,The Godfather,"Crime, Drama",2.8,2025-03-14 10:45:49.544720,50.0
U0303,Pulp Fiction,"Crime, Drama",1.8,2025-06-04 10:45:49.544733,70.0
U0320,Star Wars,"Sci-Fi, Adventure",5.0,2024-01-08 10:45:49.544746,23.0
U0398,The Dark Knight,"Action, Thriller",3.1,2024-09-16 10:45:49.544759,100.0
U0260,Forrest Gump,"Drama, Romance",3.9,2024-06-16 10:45:49.544771,78.0
U0016,Forrest Gump,"Drama, Romance",3.4,2024-02-26 10:45:49.544783,65.0
U0290,Titanic,"Romance, Drama",4.4,2024-06-25 10:45:49.544796,54.0
U0075,Toy Story,"Animation, Comedy",2.9,2024-12-06 10:45:49.544812,87.0
U0027,Titanic,"Romance, Drama",4.1,2024-11-20 10:45:49.544824,78.0
U0036,Inception,"Sci-Fi, Thriller",5.0,2024-09-29 10:45:49.544840,68.0
U0376,Pulp Fiction,"Crime, Drama",5.0,2024-06-29 10:45:49.544853,81.0
U0389,Parasite,"Thriller, Drama",3.4,2025-06-27 10:45:49.544865,55.0
U0026,Toy Story,"Animation, Comedy",4.0,2024-01-25 10:45:49.544884,50.0
U0044,Pulp Fiction,"Crime, Drama",1.8,2023-10-04 10:45:49.544898,100.0
U0477,Interstellar,"Sci-Fi, Drama",3.0,2024-05-02 10:45:49.544910,65.0
U0195,Jurassic Park,"Adventure, Sci-Fi",2.5,2023-08-29 10:45:49.544923,27.0
U0307,Jurassic Park,"Adventure, Sci-Fi",5.0,2024-04-24 10:45:49.544935,90.0
U0024,The Lion King,"Animation, Family",3.2,2024-04-07 10:45:49.544948,87.0
U0459,Forrest Gump,"Drama, Romance",3.7,2023-09-06 10:45:49.544961,68.0
U0436,Star Wars,"Sci-Fi, Adventure",2.8,2024-03-11 10:45:49.544973,16.0
U0191,Forrest Gump,"Drama, Romance",5.0,2024-12-14 10:45:49.544986,57.0
U0149,Toy Story,"Animation, Comedy",5.0,2024-11-07 10:45:49.544999,59.0
U0085,The Shawshank Redemption,Drama,2.7,2024-10-25 10:45:49.545015,80.0
U0396,Parasite,"Thriller, Drama",3.7,2025-04-22 10:45:49.545027,73.0
U0175,Inception,"Sci-Fi, Thriller",3.8,2024-05-31 10:45:49.545040,100.0
U0005,The Shawshank Redemption,Drama,5.0,2025-06-05 10:45:49.545053,87.0
U0033,The Avengers,"Action, Adventure",3.6,2024-03-07 10:45:49.545065,47.0
U0480,Pulp Fiction,"Crime, Drama",3.7,2025-03-20 10:45:49.545078,55.0
U0341,The Godfather,"Crime, Drama",2.0,2024-08-01 10:45:49.545091,100.0
U0062,The Matrix,"Sci-Fi, Action",5.0,2024-06-30 10:45:49.545104,80.0
U0442,Pulp Fiction,"Crime, Drama",2.1,2025-03-03 10:45:49.545117,85.0
U0268,Jurassic Park,"Adventure, Sci-Fi",3.9,2024-03-26 10:45:49.545130,92.0
U0262,Pulp Fiction,"Crime, Drama",3.4,2024-12-31 10:45:49.545143,60.0
U0420,Titanic,"Romance, Drama",3.9,2024-02-17 10:45:49.545156,91.0
U0365,The Shawshank Redemption,Drama,3.0,2025-03-15 10:45:49.545169,100.0
U0154,The Lion King,"Animation, Family",3.9,2023-09-23 10:45:49.545182,39.0
U0430,The Lion King,"Animation, Family",4.8,2025-03-02 10:45:49.545195,100.0
U0489,The Matrix,"Sci-Fi, Action",5.0,2024-03-10 10:45:49.545207,69.0
U0243,The Shawshank Redemption,Drama,3.4,2024-03-17 10:45:49.545220,95.0
U0221,Star Wars,"Sci-Fi, Adventure",4.1,2025-02-22 10:45:49.545233,94.0
U0483,Parasite,"Thriller, Drama",4.3,2023-10-15 10:45:49.545245,100.0
U0235,Pulp Fiction,"Crime, Drama",3.0,2023-08-25 10:45:49.545258,100.0
U0448,Inception,"Sci-Fi, Thriller",2.3,2023-08-15 10:45:49.545271,86.0
U0476,Inception,"Sci-Fi, Thriller",1.6,2025-03-18 10:45:49.545284,58.0
U0431,Toy Story,"Animation, Comedy",3.0,2024-10-22 10:45:49.545297,88.0
U0046,The Shawshank Redemption,Drama,2.9,2025-04-25 10:45:49.545310,87.0
U0350,Inception,"Sci-Fi, Thriller",4.3,2024-09-14 10:45:49.545322,56.0
U0414,The Dark Knight,"Action, Thriller",4.6,2023-12-04 10:45:49.545335,65.0
U0252,Pulp Fiction,"Crime, Drama",3.7,2023-12-23 10:45:49.545347,60.0
U0354,The Lion King,"Animation, Family",2.8,2025-05-19 10:45:49.545360,58.0
U0052,The Matrix,"Sci-Fi, Action",4.3,2024-02-11 10:45:49.545373,65.0
U0451,Interstellar,"Sci-Fi, Drama",3.2,2024-10-19 10:45:49.545385,77.0
U0294,Inception,"Sci-Fi, Thriller",4.0,2023-10-25 10:45:49.545398,100.0
U0456,Forrest Gump,"Drama, Romance",4.4,2025-01-15 10:45:49.545411,35.0
U0077,The Avengers,"Action, Adventure",2.9,2025-07-31 10:45:49.545423,59.0
U0012,Toy Story,"Animation, Comedy",3.6,2025-03-12 10:45:49.545436,82.0
U0328,Toy Story,"Animation, Comedy",4.5,2024-12-29 10:45:49.545449,100.0
U0128,The Lion King,"Animation, Family",3.0,2023-08-26 10:45:49.545462,100.0
U0276,The Shawshank Redemption,Drama,3.3,2023-11-28 10:45:49.545474,100.0
U0102,The Matrix,"Sci-Fi, Action",3.7,2025-06-22 10:45:49.545487,50.0
U0318,The Avengers,"Action, Adventure",3.9,2023-10-30 10:45:49.545499,35.0
U0438,The Dark Knight,"Action, Thriller",2.7,2023-09-11 10:45:49.545515,65.0
U0457,Pulp Fiction,"Crime, Drama",2.8,2023-11-20 10:45:49.545528,50.0
U0296,Toy Story,"Animation, Comedy",5.0,2025-07-22 10:45:49.545540,100.0
U0228,The Dark Knight,"Action, Thriller",3.1,2025-03-12 10:45:49.545553,100.0
U0061,Inception,"Sci-Fi, Thriller",3.1,2024-10-29 10:45:49.545566,100.0
U0407,Forrest Gump,"Drama, Romance",1.9,2023-11-08 10:45:49.545579,77.0
U0329,Inception,"Sci-Fi, Thriller",3.0,2024-12-28 10:45:49.545591,99.0
U0497,Parasite,"Thriller, Drama",2.2,2024-11-10 10:45:49.545603,100.0
U0034,Forrest Gump,"Drama, Romance",3.0,2024-12-28 10:45:49.545616,58.0
U0071,Forrest Gump,"Drama, Romance",4.9,2023-11-07 10:45:49.545629,79.0
U0352,The Matrix,"Sci-Fi, Action",2.8,2024-06-06 10:45:49.545641,98.0
U0118,Jurassic Park,"Adventure, Sci-Fi",2.3,2024-04-22 10:45:49.545654,100.0
U0165,The Godfather,"Crime, Drama",4.4,2024-12-31 10:45:49.545666,97.0
U0471,Parasite,"Thriller, Drama",2.5,2025-02-19 10:45:49.545679,46.0
U0310,Parasite,"Thriller, Drama",4.1,2024-09-03 10:45:49.545692,81.0
U0248,Interstellar,"Sci-Fi, Drama",3.6,2024-12-29 10:45:49.545705,85.0
U0290,Pulp Fiction,"Crime, Drama",4.0,2024-05-29 10:45:49.545717,50.0
U0061,Parasite,"Thriller, Drama",2.6,2024-09-19 10:45:49.545730,100.0
U0199,Inception,"Sci-Fi, Thriller",3.4,2024-03-11 10:45:49.545743,71.0
U0259,The Avengers,"Action, Adventure",3.2,2025-02-28 10:45:49.545755,95.0
U0210,The Godfather,"Crime, Drama",2.9,2023-11-17 10:45:49.545768,31.0
U0276,Jurassic Park,"Adventure, Sci-Fi",5.0,2024-05-20 10:45:49.545781,53.0
U0096,Forrest Gump,"Drama, Romance",5.0,2025-05-27 10:45:49.545793,100.0
U0361,Jurassic Park,"Adventure, Sci-Fi",3.6,2024-02-13 10:45:49.545806,90.0
U0238,Parasite,"Thriller, Drama",5.0,2025-03-29 10:45:49.545822,99.0
U0097,The Shawshank Redemption,Drama,2.9,2024-03-21 10:45:49.545836,64.0
U0053,Forrest Gump,"Drama, Romance",3.7,2024-02-10 10:45:49.545848,52.0
U0160,Toy Story,"Animation, Comedy",4.3,2024-12-28 10:45:49.545860,61.0
U0285,Interstellar,"Sci-Fi, Drama",5.0,2024-01-20 10:45:49.545873,55.0
U0034,Inception,"Sci-Fi, Thriller",3.2,2024-10-15 10:45:49.545886,88.0
U0072,Forrest Gump,"Drama, Romance",4.0,2025-01-30 10:45:49.545898,70.0
U0031,Toy Story,"Animation, Comedy",1.0,2024-07-27 10:45:49.545911,100.0
U0488,Pulp Fiction,"Crime, Drama",2.9,2025-07-14 10:45:49.545923,59.0
U0385,Star Wars,"Sci-Fi, Adventure",2.0,2024-04-13 10:45:49.545936,91.0
U0343,The Dark Knight,"Action, Thriller",4.5,2025-08-09 10:45:49.545948,100.0
U0335,Parasite,"Thriller, Drama",3.2,2024-04-06 10:45:49.545961,72.0
U0453,Star Wars,"Sci-Fi, Adventure",3.8,2025-06-04 10:45:49.545974,89.0
U0305,Forrest Gump,"Drama, Romance",3.0,2024-06-10 10:45:49.545986,97.0
U0259,The Lion King,"Animation, Family",3.4,2024-02-09 10:45:49.545999,100.0
U0216,The Lion King,"Animation, Family",4.4,2023-08-31 10:45:49.546011,46.0
U0470,Toy Story,"Animation, Comedy",4.9,2024-07-19 10:45:49.546024,71.0
U0424,Toy Story,"Animation, Comedy",5.0,2025-07-22 10:45:49.546037,74.0
U0087,The Lion King,"Animation, Family",3.4,2024-06-22 10:45:49.546050,95.0
