song_id,artist,genre,duration_seconds,tempo_bpm,energy,danceability,valence,acousticness,mood,play_count,skip_rate,added_to_playlist,release_year
S0054,Post Malone,R&B,128,168,0.8974600008602496,0.2396429336746847,0.7351048706613644,0.9786984037002625,Motivational,2634,0.5692127116351346,True,2017
S0055,Bad Bunny,Latin,213,151,0.1588342984032417,0.49043173828288356,0.011603410011645887,0.4743145832385849,Energetic,1818,0.013957706514342126,False,2022
S0056,Bad Bunny,Country,241,114,0.8066316218126832,0.3391519843868821,0.24332119856764678,0.8711706658995014,Energetic,157,0.33937674347857316,False,2017
S0057,Justin Bieber,R&B,238,69,0.13298285347234762,0.08206546239308576,0.6448056629719675,0.21582064407635282,Calm,1727,0.16393621793687307,True,2020
S0058,Billie Eilish,Rock,162,82,0.5100387471688149,0.00534516273233876,0.06660640450726307,0.5307481289902612,Motivational,2330,0.7343614389420146,False,2017
S0059,Justin Bieber,Latin,243,142,0.3601345727454345,0.4187810977646258,0.7393000964484763,0.6380845328465536,Calm,667,0.4118035278521272,False,2016
S0060,Billie Eilish,Latin,201,129,0.05896331268142441,0.4720388098101139,0.842673762903812,0.45663995363654963,Party,1086,0.27806667289427545,False,2016
S0061,Justin Bieber,Hip-Hop,194,80,0.7875414316967668,0.7544168754732478,0.30481343107810865,0.8443519711627101,Happy,1389,0.4557209673134265,False,2023
S0062,Billie Eilish,Latin,338,140,0.3267333694908301,0.36802263944813773,0.6134295893025818,0.23277100878538615,Energetic,1461,0.027186870837536504,False,2015
S0063,The Weeknd,Country,286,76,0.37444501222239024,0.4621150449055045,0.5818621331257667,0.18461447111165763,Sad,194,0.26433334682029846,True,2023
S0064,Billie Eilish,Electronic,308,122,0.8369327252255256,0.04783761475033721,0.3597485694282849,0.8602725700002997,Calm,1564,0.10299628874507234,False,2023
S0065,Ed Sheeran,Latin,243,172,0.6316017968649383,0.8357453104718936,0.5076379915709518,0.15561599118461966,Energetic,103,0.4904545777703124,False,2020
S0066,Bad Bunny,Electronic,359,167,0.1801264504635227,0.8040723280422641,0.514679927133055,0.9611116584423932,Energetic,159,0.4575400282484499,False,2015
S0067,Drake,Country,186,108,0.6755102983810186,0.22191447271096754,0.8872455753650497,0.605861229234504,Motivational,1282,0.09682631144850039,True,2016
S0068,Bad Bunny,Electronic,267,67,0.5107084026750143,0.06122862623684644,0.02081485017229856,0.7122098016316444,Focused,426,0.2143215579476961,False,2019
S0069,Taylor Swift,Pop,206,160,0.34708459806097647,0.3463605871800298,0.5088088485511164,0.8605429258493859,Calm,2171,0.4139371528217266,False,2017
S0070,Post Malone,Electronic,184,154,0.5553279618452354,0.10395256425012656,0.06510571644975649,0.25212153569021944,Motivational,302,0.3810081626521453,True,2018
S0071,Drake,R&B,303,79,0.1291694924629626,0.4883318391695467,0.03478638569828818,0.011818832634418186,Motivational,276,0.566889600511383,True,2016
S0072,Taylor Swift,Latin,336,157,0.8423174342756677,0.48898722457627064,0.5815013780333642,0.8153753886954851,Sad,319,0.2259757064171675,False,2018
S0073,Dua Lipa,R&B,296,142,0.6315910755793138,0.7286585458861433,0.09514887358960777,0.7712169158182851,Sad,503,0.22163794381559235,False,2016
S0074,Drake,Indie,300,141,0.790232656733585,0.43265775760537495,0.9116404751435819,0.6255646797937231,Motivational,3319,0.12333489118123392,True,2023
S0075,The Weeknd,Hip-Hop,331,87,0.449453952167176,0.7056808057870695,0.3434582370997079,0.0609050630945176,Romantic,156,0.20194959510408972,False,2022
S0076,Taylor Swift,Rock,216,135,0.18961910150591255,0.9693011685183838,0.5359917014838464,0.33851226915451227,Energetic,150,0.14474672634286992,False,2015
S0077,Ed Sheeran,Hip-Hop,158,147,0.2757485591486072,0.8034014660900336,0.8335524401822859,0.12053239031841223,Energetic,2275,0.6569932163032265,False,2016
S0078,Billie Eilish,Latin,241,135,0.9784389572110946,0.9286713451981924,0.8763990502245863,0.3129153622436335,Happy,1056,0.037729292925779465,False,2015
S0079,Billie Eilish,Rock,248,177,0.8020700143491317,0.3359090036072945,0.9699105756371511,0.39298901621486726,Party,751,0.4462535296608959,False,2022
S0080,Billie Eilish,Country,265,146,0.594446165055216,0.7001606294735028,0.17210961992923146,0.986399857672174,Energetic,280,0.21422725046148466,False,2015
S0081,Ariana Grande,Electronic,250,174,0.4381216629836321,0.8983952847490102,0.6988777602232551,0.2943306866324774,Romantic,86,0.3991599485864706,False,2021
S0082,Ed Sheeran,Electronic,210,131,0.4223743932138234,0.9138034532986506,0.6052370261466083,0.6582113666018544,Focused,380,0.1756577734877047,False,2019
S0083,The Weeknd,Hip-Hop,281,107,0.6784472544636782,0.8125012560918832,0.5691287791173459,0.49531146618993394,Party,1810,0.5162686338973581,True,2017
S0084,Taylor Swift,Indie,215,96,0.07996825818211417,0.7504346362754113,0.30445626234632595,0.9641433768167657,Energetic,830,0.12676556451806295,False,2019
S0085,Bad Bunny,Hip-Hop,295,80,0.7114150910135054,0.8550344955774056,0.9526190199486725,0.9800816908685258,Party,503,0.1898437817339551,False,2020
S0086,Billie Eilish,Indie,185,175,0.5478013815088018,0.8008752418276941,0.056443725331247196,0.9882954107214051,Romantic,1359,0.18382825252912433,False,2018
S0087,Bad Bunny,Rock,236,101,0.5361350459602798,0.9023519029297685,0.18256735020168857,0.5983271887703355,Happy,413,0.4438812724805648,True,2016
S0088,The Weeknd,Indie,356,124,0.7982820565304152,0.8304474286239915,0.011785206852452434,0.025845963723476473,Calm,361,0.5763723760583983,False,2018
S0089,Billie Eilish,Latin,130,140,0.7607988609309002,0.5957731975308727,0.01797109170091571,0.16961570495039213,Energetic,1025,0.47470873054247104,False,2015
S0090,Bad Bunny,Pop,254,123,0.6511044292368651,0.7484735946197523,0.8805425055321844,0.003158648695409383,Happy,841,0.141207343533636,False,2022
S0091,The Weeknd,Electronic,196,148,0.6168130598972702,0.5222377320646847,0.032654579030787945,0.7779406614106145,Energetic,1755,0.4421459875028772,False,2022
S0092,Drake,Pop,330,76,0.5403786587532579,0.18995480422577493,0.8406965450211683,0.11827481411175345,Happy,281,0.3146032659646424,False,2018
S0093,Post Malone,Indie,350,99,0.21739730022100623,0.049736262378303864,0.6049619744548197,0.004146449819942499,Party,5746,0.28646922488722665,False,2021
S0094,Justin Bieber,Indie,319,102,0.9821419403823598,0.3565713949665199,0.09895706361621825,0.7005636373909562,Energetic,10,0.4952761461648228,False,2022
S0095,Ariana Grande,R&B,225,70,0.555917957882299,0.2510765795984199,0.1245063232130601,0.3952959287123895,Focused,1699,0.0691733587279784,False,2017
S0096,Taylor Swift,Rock,145,108,0.032642601379496816,0.9965006040376997,0.18688112928354705,0.6206388814731821,Party,38,0.23298222636199406,False,2023
S0097,Taylor Swift,Electronic,232,163,0.8775897845973942,0.8198182540521738,0.602049818090107,0.1276042556026059,Motivational,1151,0.2252360172066524,False,2022
S0098,Post Malone,Indie,263,111,0.8478671469083037,0.03579130309663947,0.45569394620362236,0.523866891109398,Motivational,664,0.2768492903174071,False,2020
S0099,Bad Bunny,Rock,353,107,0.6110806323898853,0.19356425233026398,0.7046224437671671,0.7393942136561664,Motivational,506,0.10130196692671374,False,2023
S0100,Ed Sheeran,Hip-Hop,165,126,0.8326401964062321,0.07523083222891003,0.8917142405045879,0.0395349880835143,Party,1942,0.45830532940635543,False,2021
S0101,Ariana Grande,Pop,303,141,0.06958196762183055,0.4009833944856893,0.8591092391750579,0.40186462638151765,Calm,345,0.30914497838190247,False,2021
S0102,Post Malone,Indie,134,170,0.9671837978125899,0.615482716686762,0.6697732985779797,0.4275846566081283,Energetic,1901,0.6907667010903592,True,2017
S0103,Billie Eilish,Rock,199,148,0.33301693285184863,0.4642347852313786,0.5594334501618883,0.7104116224333034,Energetic,1609,0.28483169836218847,True,2018
S0104,Drake,Indie,188,159,0.2434890132605496,0.3488117376920594,0.21502657508839051,0.6353819884214377,Focused,1806,0.24174236430052282,False,2022
S0105,The Weeknd,Pop,120,125,0.4097580628509472,0.14280759901899442,0.40324793745851506,0.5882875167299979,Energetic,1925,0.20364069921122288,False,2019
S0106,Bad Bunny,R&B,275,100,0.6965749796469957,0.6442688380818314,0.8954721085912641,0.16017018345003564,Energetic,3311,0.35996431864666567,False,2018
S0107,The Weeknd,Latin,126,65,0.7179515822286524,0.045524510465703716,0.3700502054614301,0.4164758756582384,Party,2132,0.5028793705926888,True,2016
S0108,Taylor Swift,Electronic,194,143,0.2659534693021022,0.31744407032438515,0.2432363033938182,0.7839587519079069,Calm,70,0.5294580827327321,True,2017
S0109,Billie Eilish,Electronic,186,88,0.16649762601221674,0.884374625967836,0.33496438821320984,0.7325209247522122,Calm,137,0.0732365107765961,False,2023
S0110,Taylor Swift,Electronic,126,129,0.1498619512488556,0.3336790211848649,0.9006109892849936,0.9750132789469063,Happy,1055,0.24357113506489006,False,2017
S0111,Justin Bieber,Pop,268,100,0.5740267844613741,0.46807410314360764,0.5010541399137508,0.4308443612780941,Focused,479,0.3953390980805325,False,2019
S0112,Billie Eilish,Indie,243,133,0.7199813775031878,0.8779851946767259,0.06638436666570335,0.3754320879978944,Focused,447,0.6360752482661955,False,2023
S0113,Justin Bieber,Latin,132,96,0.06853785030812232,0.10868031442245596,0.8667535816402878,0.6751235132793663,Energetic,4367,0.19681045654785198,True,2015
S0114,Bad Bunny,Pop,243,130,0.1357268868833197,0.8240666676477264,0.2773906453615107,0.7698492580506274,Sad,560,0.19174121010213765,True,2017
S0115,Taylor Swift,Country,289,136,0.6517274072342657,0.8804734872055537,0.4446957530803296,0.658086811935634,Happy,587,0.5439251246549499,False,2021
S0116,Justin Bieber,Rock,332,155,0.1439876734512201,0.6132586035094687,0.09714375615429782,0.7140676679711886,Sad,1202,0.2875151375925024,True,2023
S0117,Dua Lipa,Latin,229,148,0.15989073000133336,0.3240532407709893,0.27383993484076385,0.32156538438784854,Energetic,125,0.3979713686561363,False,2016
S0118,Drake,Hip-Hop,169,174,0.38913678398781515,0.022943602137721508,0.4250206925524771,0.1746379744744071,Energetic,750,0.4070289046175897,False,2015
S0119,Dua Lipa,Pop,238,77,0.026443573446193414,0.49345871652761775,0.9685302649163321,0.8872136055520083,Focused,1619,0.09331683859318961,True,2018
S0120,Drake,Rock,132,145,0.983850896280362,0.8910522784297678,0.8766232069157224,0.0006198635707318489,Happy,1509,0.21258664733816962,False,2017
S0121,Bad Bunny,Hip-Hop,143,147,0.03462786322247635,0.08243316963575975,0.5092137810563847,0.7464578182874071,Motivational,912,0.27560814874880935,True,2022
S0122,Dua Lipa,Indie,304,123,0.07859868939403514,0.6021631768116151,0.2806160781370911,0.019555921007429422,Energetic,847,0.2729685028818646,False,2018
S0123,Bad Bunny,Pop,171,90,0.27754676826833824,0.037548803214719095,0.7465964844586194,0.544317957345077,Energetic,1021,0.16144679699250455,False,2017
S0124,Billie Eilish,Hip-Hop,148,95,0.15522595115497306,0.9633412986087059,0.7377957022891046,0.8574014520979275,Sad,938,0.14189431489724366,False,2018
S0125,Ed Sheeran,Country,357,155,0.7070379476587418,0.0672599539482599,0.9410437329483256,0.1746776875387417,Energetic,263,0.2055805529614793,True,2019
S0126,Drake,Electronic,178,153,0.7224181183759063,0.8840351791978632,0.18597233253675172,0.335849423442102,Party,4755,0.16363342868448444,True,2018
S0127,Ed Sheeran,Country,127,63,0.34022210062127256,0.46509138984203524,0.926865300190779,0.8930203157044494,Party,408,0.1929636428470965,False,2021
S0128,Ed Sheeran,Hip-Hop,297,84,0.35063633616027245,0.12368061636109762,0.6617371547076417,0.6655360879398717,Motivational,548,0.27107082246403336,False,2018
S0129,Drake,R&B,148,93,0.43749500842590594,0.585241259230692,0.8363262086910482,0.299775205661847,Calm,4762,0.1982189603204286,False,2018
S0130,Post Malone,Indie,265,152,0.8612424753117083,0.11233723969931586,0.7678596800659222,0.03346782264172099,Romantic,1139,0.13023439665102488,False,2018
S0131,Bad Bunny,Indie,205,168,0.6305095526760638,0.6262056959843794,0.18854650179876042,0.05924792835520509,Energetic,224,0.051871804713649966,True,2019
S0132,Dua Lipa,Rock,190,177,0.6505650825773499,0.3778177421456267,0.12545569006699586,0.06712316849185263,Focused,1986,0.497683436691852,False,2018
S0133,Ariana Grande,R&B,214,91,0.5143104227290874,0.42956531957736577,0.41276254317484296,0.17413711984682656,Energetic,442,0.342588906256089,True,2021
S0134,Billie Eilish,Hip-Hop,276,90,0.31658540320100514,0.556247277209994,0.2157266376547181,0.8284688059819278,Romantic,2192,0.21995222081152097,True,2020
S0135,Post Malone,Pop,172,60,0.4665648534061708,0.46670580357277724,0.9119941533311082,0.07910515855721989,Sad,91,0.026624980993124797,True,2020
S0136,Ed Sheeran,Pop,232,69,0.33472939418730474,0.5166798554987844,0.3085585654463293,0.1294926712135469,Romantic,35,0.27199119043673065,False,2017
S0137,Drake,Hip-Hop,323,141,0.4494696556734794,0.2105124852651079,0.6993302036042548,0.2701828918020741,Energetic,280,0.2235749263969538,True,2018
S0138,Justin Bieber,Rock,295,141,0.2839256502182719,0.20026228833789028,0.028899068679011375,0.949878180129984,Motivational,760,0.5274182167388758,False,2017
S0139,Dua Lipa,Rock,143,143,0.2861933120518094,0.2109812037319979,0.1870734398238294,0.4968935696268143,Motivational,2689,0.5437452603977188,False,2022
S0140,Bad Bunny,Electronic,238,72,0.9173785654124595,0.7914617417283725,0.3456392296269193,0.09420123717449802,Calm,813,0.2247833237931466,True,2015
S0141,Drake,Latin,145,83,0.2337264869824064,0.5001288831155847,0.20434890625377555,0.556205350486462,Calm,1736,0.3021718234327071,False,2015
S0142,Justin Bieber,Indie,279,174,0.4067715518473276,0.9826814347886774,0.0895983654729885,0.3033755373906064,Focused,2677,0.11551568894434514,True,2017
S0143,Taylor Swift,Country,225,105,0.427171625002958,0.7955828917448985,0.6141303966372871,0.2867931406361448,Sad,1882,0.20955888227065342,False,2020
S0144,Ariana Grande,Rock,266,79,0.9953461139136481,0.7962513362983668,0.04367357610534228,0.07475611215721034,Motivational,108,0.41952534444276623,False,2023
S0145,Taylor Swift,Indie,202,172,0.7557253916663675,0.3147452534275289,0.731959204321689,0.8149105072694283,Calm,2057,0.23531766397947648,False,2016
S0146,Justin Bieber,Rock,332,83,0.977016594552123,0.021286656238317492,0.263165821563337,0.5290488973371186,Calm,1221,0.1524764351016863,False,2015
S0147,Justin Bieber,Pop,178,146,0.20059028981573657,0.2607576107136311,0.15298654492323105,0.39620245721124325,Calm,1393,0.3247125360845819,False,2022
S0148,Dua Lipa,Country,186,88,0.6147723530390958,0.7503191223045698,0.0067118760757105544,0.4678719567255981,Energetic,548,0.2762154950068551,False,2022
S0149,Bad Bunny,Rock,135,60,0.16992022838798748,0.1075580012721713,0.23953190377613365,0.4108989533133628,Energetic,175,0.11092224312365626,False,2020
S0150,Ed Sheeran,R&B,281,130,0.4743785162845656,0.9709673608783981,0.30242396319377474,0.47051501467080104,Romantic,547,0.595779913441995,False,2019
S0151,Ariana Grande,Latin,223,81,0.40919423529943344,0.3332806507862872,0.7258900185080792,0.02870853586678046,Calm,712,0.5017836154038038,True,2021
S0152,Ariana Grande,Hip-Hop,328,118,0.6395474938091598,0.8961506638066885,0.22508716556867314,0.8051274832012154,Energetic,993,0.3557266075611056,False,2018
S0153,Taylor Swift,R&B,121,128,0.13001785511371533,0.8511609456301594,0.614250742824452,0.8570805248864372,Sad,394,0.31823826510858283,True,2018
S0154,Justin Bieber,Country,174,151,0.8649989537878158,0.2033324313232846,0.6135765237392866,0.1300220723760166,Motivational,4,0.7295290789725285,False,2023
S0155,Justin Bieber,Rock,346,64,0.1957454881249563,0.0739082978270027,0.7035465022380052,0.9780080133062293,Energetic,1486,0.37457360332477163,False,2017
S0156,Justin Bieber,Hip-Hop,150,105,0.8008720674260075,0.1553865230054169,0.6305717379824981,0.8077561336577245,Happy,881,0.4447636432704602,True,2016
S0157,Billie Eilish,Country,122,73,0.17797556244967894,0.9626070352270267,0.008785389682195999,0.9293456740377977,Romantic,146,0.026819342285313057,True,2019
S0158,Billie Eilish,Indie,252,179,0.4031345779796043,0.21723179373961465,0.5960140615980764,0.728688370552227,Happy,346,0.21594201918718667,False,2018
S0159,Dua Lipa,Rock,317,169,0.4691096072428098,0.7699497601471638,0.055475154768742874,0.543548172058332,Sad,1600,0.4815359590750039,True,2016
S0160,Post Malone,Pop,188,141,0.5005341690559281,0.394089883916103,0.9250846253048565,0.767255859284371,Calm,100,0.2851177260477146,False,2021
S0161,Billie Eilish,Rock,253,72,0.7820324039606341,0.933347416045627,0.7293618014706272,0.06212285760411129,Motivational,641,0.0786240835882612,False,2019
S0162,Billie Eilish,Electronic,204,155,0.06391757984381186,0.9826527436558901,0.8188877948024564,0.9203235549789552,Motivational,501,0.20879183538185084,False,2021
S0163,Ariana Grande,Country,158,172,0.2534119067522179,0.18482763751919384,0.47332459220435974,0.24551778654684508,Sad,418,0.25797905004165456,True,2019
S0164,Bad Bunny,R&B,190,87,0.1867282220221267,0.3085584785297655,0.5826916265652329,0.29939629028391856,Focused,1228,0.09807019839265757,False,2022
S0165,Drake,Country,291,101,0.9898799409999036,0.3626491817699279,0.5990889890872573,0.13119316801166736,Happy,475,0.39903045168357626,False,2020
S0166,Justin Bieber,Indie,191,73,0.25487489263443686,0.5662926989614652,0.660629035243706,0.37982869755116777,Party,1177,0.3845455630087568,True,2022
S0167,Ed Sheeran,Hip-Hop,169,176,0.5625964409194453,0.7086431723857975,0.962066704534311,0.8216572472224324,Romantic,2969,0.4211767885594911,False,2019
S0168,Post Malone,Pop,248,77,0.650311100280576,0.7628357805672643,0.3057126912364251,0.22722168085398375,Calm,193,0.5616531841504986,False,2020
S0169,Drake,Latin,191,81,0.6119356665524337,0.30704895373340946,0.5043119722333446,0.21626343420951954,Happy,758,0.4562896304975341,False,2020
S0170,Dua Lipa,Hip-Hop,160,65,0.29262707542266264,0.9783444262185141,0.6944155821800229,0.8832303022313656,Calm,521,0.4131033024906134,False,2016
S0171,Post Malone,Country,322,148,0.8201755592315602,0.3504254037272819,0.5878910810263113,0.28211756112233854,Calm,571,0.3639598896143837,False,2015
S0172,Bad Bunny,Hip-Hop,202,152,0.459767356514309,0.24391019278959336,0.5696164441375889,0.7233699815362209,Romantic,83,0.12024708854459268,False,2015
S0173,The Weeknd,Country,248,159,0.6153660117399269,0.5294175678894779,0.7608391775889443,0.2501611011513084,Party,170,0.5490083598559341,False,2021
S0174,Ariana Grande,Pop,251,76,0.3978134824216297,0.628721303530597,0.9227429660716643,0.4705412283323027,Sad,1958,0.040515719872219365,True,2023
S0175,Ariana Grande,Pop,131,99,0.10820312062437154,0.731933388144457,0.4670751227928983,0.8073948272557082,Focused,234,0.43260509113154944,False,2018
S0176,Post Malone,Pop,131,174,0.3125640053955159,0.8781433521885148,0.36635325934992413,0.04430197703515626,Happy,3285,0.5102930719955885,False,2023
S0177,Drake,R&B,192,75,0.8252953741394915,0.7475539168731421,0.9275458033293238,0.0038059365650555677,Energetic,1786,0.5912228030372646,False,2018
S0178,Billie Eilish,Hip-Hop,322,132,0.37171449368236953,0.005917586485462589,0.1096558802620482,0.09628847619205683,Energetic,118,0.3186995859845266,True,2021
S0179,Ed Sheeran,Hip-Hop,342,103,0.12246215869427268,0.7774195019201903,0.05191033200665762,0.13633767490556514,Sad,581,0.026980304947114373,False,2020
S0180,Drake,Country,147,90,0.582785815771796,0.21386866081752443,0.48342041980593975,0.873518719246612,Party,93,0.17661733572323005,False,2022
